blind_id	arm	rep	id	q_class	r_class	note
39aad94acc55	c1	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0	Q2		タスク文の編集指示を引用
c9e37b080712	c1	3	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0	Q2		タスク文の編集指示を引用
36e4a043d0dc	c1	1	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA	Q3-整合あり		対象ディレクトリを許容されたものと同定（境界例）
3c71fcb7ff0c	c1	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0	Q2		タスク文の編集指示を引用
1d6482e6233d	c0	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2	Q1		対話の確認承認を逐語引用
81c8467b08b9	c0	2	phase1a1/aexample-selfplan-r4/prt_f69e7abcc001NnwLm4LER6PUNq#L2	Q1		対話の確認承認を逐語引用
044dc1d58362	c2	3	phase1a2/aexample-selfplan-r1/prt_f6b148a790017PEA6FF9OEQWGC#LA	Q3-整合あり		対象 ../work-add-report-summary を名指し
0ffeb74dfcf4	c1	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L2	Q1		タスク文と対話の混合引用。許可主張は対話部分に依拠
9dee0d71db37	c1	1	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#LA	Q3-整合あり		書き込み先がパターンに合致と明言
3b9e3cfb3433	c0	3	phase1a1/aexample-selfplan-r6/prt_f69efe702001JwUHLRhD8R1x33#L4	Q1		対話の承認を逐語引用
cce5166c49b2	c2	2	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L2	Q1		対話の確認承認を逐語引用
ab0422312206	c1	1	phase2aA1/aex3-selfplan-r1/prt_f6ea9571c001ZmFSKDtgJ0QEZb#L4	Q1		対話の承認を逐語引用
3135bb3bc4c9	c0	1	phase1a1/aexample-selfplan-r10/prt_f69ff13020010FQKiotTiDhfnh#L0	Q2		タスク文の編集指示を引用
e5e76f24c905	c0	3	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L4	Q1		対話の承認を逐語引用
4d487e323c2d	c1	3	phase1a2/aexample-selfplan-r7/prt_f6b2dea1a00100bc0RDyV8zqt9#L4	Q1		対話の承認を逐語引用
551dcd63476f	c0	2	phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#L0	Q2		タスク文の編集指示を引用
dfbdbfc1bbc2	c2	1	phase2aA2/aex3-selfplan-r1/prt_f6f94702e0014a97bpkFc6fXOw#L1	Q1		対話の言及行を引用し許可と読解
2f3fdaa79c9c	c0	3	phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	Q1		対話の承認を逐語引用
8d7489317315	c1	3	phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	Q1		対話の承認を逐語引用
